Technology,Use,Diameter,HousingType,MonthlyWaste
R,DOMESTIC,15.0,C,80.85164835164835
R,DOMESTIC,15.0,B,4081.7307692307695
R,DOMESTIC,15.0,B,8540.76923076923
R,DOMESTIC,15.0,C,5446.565934065934
R,DOMESTIC,15.0,D,13477.417582417582
R,DOMESTIC,15.0,C,6869.175824175824
R,DOMESTIC,15.0,C,11703.296703296703
R,DOMESTIC,15.0,U,2509.6153846153848
R,DOMESTIC,15.0,D,5345.686813186813
R,COMERCIAL,15.0,B,8944.532967032968
R,DOMESTIC,15.0,B,4275.082417582417
R,DOMESTIC,15.0,D,9621.263736263736
R,COMERCIAL,15.0,W,3852.60989010989
R,DOMESTIC,15.0,E,13804.945054945054
R,COMERCIAL,15.0,D,5779.285714285714
R,DOMESTIC,15.0,C,5602.747252747253
R,DOMESTIC,15.0,D,8157.774725274725
R,DOMESTIC,15.0,C,3800.10989010989
R,DOMESTIC,15.0,E,9839.340659340658
R,DOMESTIC,15.0,C,8501.08695652174
R,DOMESTIC,15.0,D,11580.824175824177
R,DOMESTIC,15.0,E,9204.395604395604
R,AJUNTAMENT,15.0,W,192.60989010989013
R,DOMESTIC,15.0,C,13810.054945054946
R,DOMESTIC,15.0,C,4162.379032258064
R,DOMESTIC,15.0,C,4627.241379310345
R,DOMESTIC,15.0,D,6885.315789473684
R,DOMESTIC,15.0,D,4401.593406593407
R,DOMESTIC,15.0,C,3174.313186813187
R,DOMESTIC,15.0,E,12814.862637362636
R,DOMESTIC,15.0,C,9527.884615384615
R,DOMESTIC,15.0,C,6502.210526315789
R,DOMESTIC,15.0,C,8844.807692307693
R,COMERCIAL,15.0,W,10700.274725274725
R,DOMESTIC,15.0,C,6935.521978021978
R,DOMESTIC,15.0,C,10205.10989010989
R,DOMESTIC,15.0,C,4173.049450549451
R,DOMESTIC,15.0,D,7737.702702702702
R,DOMESTIC,15.0,B,11420.521978021978
R,DOMESTIC,15.0,C,900.989010989011
R,DOMESTIC,15.0,C,6477.60989010989
R,DOMESTIC,15.0,C,7368.214285714286
R,DOMESTIC,15.0,D,11442.60989010989
R,DOMESTIC,15.0,C,9240.082417582418
R,DOMESTIC,15.0,D,2654.752747252747
R,DOMESTIC,15.0,U,79.78021978021978
R,DOMESTIC,15.0,C,2180.2747252747254
R,INDUSTRIAL,15.0,X,4265.027472527473
R,DOMESTIC,15.0,B,1587.445054945055
R,COMERCIAL,15.0,B,6301.318681318682
R,DOMESTIC,15.0,C,5777.6373626373625
R,INDUSTRIAL,15.0,W,2300.769230769231
R,DOMESTIC,15.0,C,4274.34065934066
R,DOMESTIC,15.0,B,5896.071428571428
R,DOMESTIC,15.0,B,8541.428571428572
E,DOMESTIC,15.0,E,14068.021978021978
R,DOMESTIC,15.0,C,0.0
R,DOMESTIC,15.0,C,1836.5517241379312
R,DOMESTIC,15.0,B,5158.2692307692305
R,DOMESTIC,15.0,C,1797.6923076923076
R,DOMESTIC,15.0,C,3646.813186813187
R,DOMESTIC,15.0,B,7477.3351648351645
R,DOMESTIC,15.0,C,7431.84065934066
R,DOMESTIC,15.0,C,7551.428571428572
R,DOMESTIC,15.0,U,101.04395604395604
R,DOMESTIC,15.0,C,7751.538461538461
R,DOMESTIC,15.0,C,3192.857142857143
R,DOMESTIC,15.0,C,7413.708791208791
R,DOMESTIC,15.0,C,4143.873626373626
R,DOMESTIC,15.0,C,3397.747252747253
R,DOMESTIC,15.0,D,6576.0
R,DOMESTIC,15.0,C,6988.5989010989015
R,DOMESTIC,15.0,C,2618.4065934065934
R,COMERCIAL,15.0,B,6106.318681318682
R,DOMESTIC,15.0,C,1328.6538461538462
R,DOMESTIC,15.0,D,7008.956043956045
R,DOMESTIC,15.0,C,8871.346153846154
R,DOMESTIC,15.0,C,1579.2032967032967
R,DOMESTIC,15.0,D,10691.868131868132
R,DOMESTIC,15.0,C,4844.093406593407
R,COMERCIAL,15.0,C,5131.071428571428
R,DOMESTIC,15.0,D,6033.131868131868
R,DOMESTIC,15.0,C,6363.708791208791
R,DOMESTIC,15.0,D,7733.818681318681
R,DOMESTIC,15.0,C,5379.807692307692
R,DOMESTIC,15.0,B,533.6538461538462
R,DOMESTIC,15.0,C,9773.406593406595
R,DOMESTIC,15.0,C,7827.527472527473
R,DOMESTIC,15.0,C,2470.302197802198
R,DOMESTIC,15.0,D,6758.983516483516
R,DOMESTIC,15.0,C,12696.840659340658
R,DOMESTIC,15.0,C,1271.043956043956
R,DOMESTIC,15.0,D,3893.901098901099
R,DOMESTIC,15.0,D,1714.0384615384617
R,COMERCIAL,15.0,W,4602.138728323699
R,DOMESTIC,15.0,C,13859.38144329897
R,COMERCIAL,15.0,B,1.401098901098901
R,COMERCIAL,15.0,B,2201.785714285714
R,DOMESTIC,15.0,B,9022.170329670329
R,DOMESTIC,15.0,B,9363.461538461539
R,DOMESTIC,15.0,D,1940.1117318435756
R,DOMESTIC,15.0,C,7346.785714285714
R,DOMESTIC,15.0,C,12863.506097560976
R,DOMESTIC,15.0,C,5013.791208791209
R,DOMESTIC,15.0,B,5423.15934065934
R,DOMESTIC,15.0,B,9658.021978021978
R,DOMESTIC,15.0,E,11078.571428571428
R,DOMESTIC,15.0,D,6330.247252747253
R,DOMESTIC,15.0,C,9448.255813953489
R,DOMESTIC,15.0,D,3735.4945054945056
R,INDUSTRIAL,15.0,W,750.9677419354839
R,DOMESTIC,15.0,C,375.3296703296703
R,INDUSTRIAL,15.0,W,3857.7197802197798
R,DOMESTIC,15.0,C,8081.538461538461
R,DOMESTIC,15.0,E,6694.532967032967
R,DOMESTIC,15.0,C,8467.582417582418
R,COMERCIAL,15.0,C,2227.5824175824177
R,DOMESTIC,15.0,C,3395.769230769231
R,DOMESTIC,15.0,C,10979.175824175823
R,DOMESTIC,15.0,D,6279.725274725275
R,DOMESTIC,15.0,C,6997.170329670329
R,DOMESTIC,15.0,C,2244.7252747252746
R,DOMESTIC,15.0,C,5953.434065934066
R,DOMESTIC,15.0,D,8788.846153846154
R,DOMESTIC,15.0,B,141.75824175824175
R,DOMESTIC,15.0,C,11445.989010989011
R,DOMESTIC,15.0,B,12392.884615384615
R,DOMESTIC,15.0,B,7598.983516483516
R,DOMESTIC,15.0,C,9381.510989010989
R,DOMESTIC,15.0,D,6499.368131868132
R,DOMESTIC,15.0,U,81.76165803108807
R,COMERCIAL,15.0,B,66.0
R,DOMESTIC,15.0,U,23.48901098901099
R,DOMESTIC,15.0,B,3410.5219780219777
R,DOMESTIC,15.0,C,10572.692307692307
R,DOMESTIC,15.0,C,6201.974522292993
R,DOMESTIC,15.0,C,6725.2941176470595
R,DOMESTIC,15.0,C,6063.966942148761
R,DOMESTIC,15.0,D,3412.82967032967
R,DOMESTIC,15.0,C,2120.686813186813
R,COMERCIAL,15.0,D,9112.747252747253
R,COMERCIAL,15.0,W,119.36440677966101
R,COMERCIAL,15.0,W,0.0
R,DOMESTIC,15.0,C,10839.56043956044
R,DOMESTIC,15.0,U,106.8131868131868
R,DOMESTIC,15.0,E,7285.549450549451
R,DOMESTIC,15.0,C,7978.681318681319
R,DOMESTIC,15.0,E,7309.945054945055
R,DOMESTIC,15.0,C,7042.5
R,COMERCIAL,15.0,B,2715.32967032967
R,DOMESTIC,15.0,E,12798.712871287129
R,DOMESTIC,15.0,C,6438.461538461538
R,DOMESTIC,15.0,B,10617.362637362636
R,DOMESTIC,15.0,D,5742.857142857142
R,DOMESTIC,15.0,D,12778.021978021978
R,DOMESTIC,15.0,C,5922.93956043956
R,DOMESTIC,15.0,C,3561.9895287958116
R,DOMESTIC,15.0,C,6494.516129032258
R,DOMESTIC,15.0,U,11804.505494505494
R,DOMESTIC,15.0,B,6758.4375
R,DOMESTIC,15.0,D,6036.758241758242
R,DOMESTIC,15.0,C,9749.010989010989
R,DOMESTIC,15.0,C,8799.902912621359
R,DOMESTIC,15.0,C,1716.3461538461538
R,DOMESTIC,15.0,C,5695.879120879121
R,DOMESTIC,15.0,B,4758.049450549451
R,DOMESTIC,15.0,C,13130.0
R,DOMESTIC,15.0,C,4367.554945054945
R,DOMESTIC,15.0,B,6412.3351648351645
R,DOMESTIC,15.0,C,9745.21978021978
R,DOMESTIC,15.0,C,11455.796703296703
R,DOMESTIC,15.0,E,0.0
R,DOMESTIC,15.0,C,5574.313186813187
R,DOMESTIC,15.0,C,4812.692307692308
R,DOMESTIC,15.0,C,8477.472527472528
R,COMERCIAL,15.0,B,5975.10989010989
R,DOMESTIC,15.0,D,7224.807692307692
R,DOMESTIC,15.0,C,7561.318681318682
R,DOMESTIC,15.0,C,2373.131868131868
R,DOMESTIC,15.0,B,6175.549450549451
R,DOMESTIC,15.0,B,7065.65934065934
R,COMERCIAL,15.0,W,2522.4725274725274
R,DOMESTIC,15.0,C,1268.4890109890111
R,DOMESTIC,15.0,C,8592.774725274725
R,DOMESTIC,15.0,E,13306.73076923077
R,DOMESTIC,15.0,C,9075.824175824177
R,DOMESTIC,15.0,D,7492.5
R,COMERCIAL,15.0,B,10817.637362637364
R,DOMESTIC,15.0,C,9958.783783783785
R,DOMESTIC,15.0,C,5943.708791208791
R,DOMESTIC,15.0,C,59.175824175824175
R,DOMESTIC,15.0,D,9559.45054945055
R,DOMESTIC,15.0,B,2790.0824175824177
R,COMERCIAL,15.0,W,6839.258241758242
R,DOMESTIC,15.0,C,3861.3461538461534
R,COMERCIAL,15.0,B,1717.5824175824177
R,DOMESTIC,15.0,C,2604.5604395604396
R,DOMESTIC,15.0,D,3991.9780219780223
R,DOMESTIC,15.0,C,10255.02512562814
R,DOMESTIC,15.0,C,5548.434065934066
R,DOMESTIC,15.0,D,5046.923076923077
R,DOMESTIC,15.0,D,3284.340659340659
R,DOMESTIC,15.0,D,7545.329670329671
R,DOMESTIC,15.0,B,7126.895604395604
R,DOMESTIC,15.0,C,6280.1373626373625
R,DOMESTIC,15.0,B,11949.642857142857
R,DOMESTIC,15.0,D,5342.918918918919
R,DOMESTIC,15.0,E,9796.451612903225
R,DOMESTIC,15.0,C,3655.5494505494507
R,DOMESTIC,15.0,B,4934.8351648351645
R,DOMESTIC,15.0,B,346.5659340659341
R,DOMESTIC,15.0,U,7.813504823151126
R,DOMESTIC,15.0,C,9983.159340659342
R,INDUSTRIAL,15.0,W,10284.56043956044
R,DOMESTIC,15.0,C,7465.384615384615
R,DOMESTIC,15.0,C,5815.549450549451
R,DOMESTIC,15.0,C,3433.6813186813188
R,DOMESTIC,15.0,C,8629.615384615385
R,DOMESTIC,15.0,E,9291.724137931034
R,DOMESTIC,15.0,C,5163.049450549451
R,DOMESTIC,15.0,C,1914.065934065934
R,DOMESTIC,15.0,C,9363.956043956045
R,DOMESTIC,15.0,C,3335.769230769231
R,DOMESTIC,15.0,C,3088.928571428571
R,DOMESTIC,15.0,C,5604.725274725275
R,COMERCIAL,15.0,B,17374.45054945055
R,DOMESTIC,15.0,C,4879.120879120879
R,DOMESTIC,15.0,D,12221.703296703297
R,INDUSTRIAL,15.0,W,6182.554945054945
R,DOMESTIC,15.0,C,2913.956043956044
R,DOMESTIC,15.0,C,4430.521978021978
R,DOMESTIC,15.0,D,10239.56043956044
R,DOMESTIC,15.0,B,4281.758241758242
R,DOMESTIC,15.0,C,7844.505494505494
R,COMERCIAL,15.0,W,8.81868131868132
R,DOMESTIC,15.0,B,9322.994505494506
R,DOMESTIC,15.0,D,11196.098901098901
R,DOMESTIC,15.0,C,5361.428571428572
R,DOMESTIC,15.0,B,6370.631868131868
R,DOMESTIC,15.0,C,4447.075471698113
R,DOMESTIC,15.0,D,3786.2637362637365
R,DOMESTIC,15.0,U,58.35164835164835
R,DOMESTIC,15.0,E,10726.849315068494
R,DOMESTIC,15.0,E,13373.241758241758
R,DOMESTIC,15.0,C,7377.735849056604
R,DOMESTIC,15.0,C,2004.206008583691
R,DOMESTIC,15.0,C,6280.467032967033
R,DOMESTIC,15.0,C,6969.065934065934
R,DOMESTIC,15.0,C,3358.6813186813188
R,DOMESTIC,15.0,C,7270.236966824645
R,DOMESTIC,15.0,D,6033.379120879121
R,DOMESTIC,15.0,C,8726.126373626374
R,DOMESTIC,15.0,B,5074.615384615385
R,DOMESTIC,15.0,B,5160.824175824176
R,DOMESTIC,15.0,C,7609.733333333333
R,DOMESTIC,15.0,B,2732.39010989011
R,DOMESTIC,15.0,C,4116.016483516484
R,DOMESTIC,15.0,C,4160.357142857142
R,DOMESTIC,15.0,C,6546.428571428572
R,DOMESTIC,15.0,C,8203.916349809886
R,DOMESTIC,15.0,E,5115.082417582417
R,COMERCIAL,15.0,B,14199.56043956044
R,DOMESTIC,15.0,B,4324.285714285714
R,DOMESTIC,15.0,C,8288.159340659342
R,DOMESTIC,15.0,B,3838.186813186813
R,DOMESTIC,15.0,B,5642.967032967033
R,DOMESTIC,15.0,D,6568.5989010989015
R,DOMESTIC,15.0,D,876.510989010989
R,DOMESTIC,15.0,C,2388.7912087912086
R,DOMESTIC,15.0,C,5702.307692307692
R,DOMESTIC,15.0,B,989.1758241758242
R,DOMESTIC,15.0,B,7904.423076923077
R,COMERCIAL,15.0,B,2477.2252747252746
R,COMERCIAL,15.0,C,7337.06043956044
R,DOMESTIC,15.0,C,4696.6423357664235
R,DOMESTIC,15.0,C,9433.763736263736
R,DOMESTIC,15.0,C,4737.692307692308
R,COMERCIAL,15.0,W,25.806451612903228
R,DOMESTIC,15.0,E,7460.357142857142
R,DOMESTIC,15.0,D,7752.0329670329675
R,DOMESTIC,15.0,C,8867.142857142857
R,DOMESTIC,15.0,C,12130.87912087912
R,DOMESTIC,15.0,C,9370.137362637364
R,DOMESTIC,15.0,C,3705.412087912088
R,DOMESTIC,15.0,B,4543.351648351649
R,DOMESTIC,15.0,U,11019.313186813186
R,COMERCIAL,15.0,W,6678.214285714286
R,DOMESTIC,15.0,E,8617.417582417582
R,COMERCIAL,15.0,B,2408.489010989011
R,DOMESTIC,15.0,C,13254.23076923077
R,DOMESTIC,15.0,B,6507.247706422018
R,DOMESTIC,15.0,C,6019.4764397905765
R,DOMESTIC,15.0,C,5360.0
R,DOMESTIC,15.0,C,4247.098445595855
R,DOMESTIC,15.0,B,10926.346153846154
R,DOMESTIC,15.0,C,4663.846153846153
R,DOMESTIC,15.0,C,9036.840659340658
R,DOMESTIC,15.0,D,5835.082417582417
R,DOMESTIC,15.0,C,9519.23076923077
R,DOMESTIC,15.0,B,5745.494505494506
R,DOMESTIC,15.0,C,6535.054945054945
R,DOMESTIC,15.0,C,5151.263736263736
R,COMERCIAL,15.0,B,2255.2747252747254
R,DOMESTIC,15.0,C,46.396761133603235
R,DOMESTIC,15.0,D,9498.214285714284
R,DOMESTIC,15.0,B,8225.080645161292
E,DOMESTIC,15.0,D,14340.906593406595
R,COMERCIAL,15.0,B,0.0
R,INDUSTRIAL,15.0,W,7514.010989010989
R,DOMESTIC,15.0,D,6823.104395604396
R,DOMESTIC,15.0,D,3814.285714285714
R,DOMESTIC,15.0,C,5067.857142857142
R,DOMESTIC,15.0,D,4132.009345794393
R,DOMESTIC,15.0,D,8596.565934065933
R,DOMESTIC,15.0,B,3918.3791208791213
R,DOMESTIC,15.0,B,5402.71978021978
R,DOMESTIC,15.0,D,3710.686813186813
R,DOMESTIC,15.0,C,6905.274725274725
R,DOMESTIC,15.0,D,9248.489010989011
R,COMERCIAL,15.0,D,7101.428571428572
R,DOMESTIC,15.0,B,3868.186813186813
R,DOMESTIC,15.0,B,8504.917582417582
R,DOMESTIC,15.0,C,9264.478021978022
R,DOMESTIC,15.0,D,6188.048780487805
R,DOMESTIC,15.0,E,9946.153846153846
R,DOMESTIC,15.0,D,10249.45054945055
R,DOMESTIC,15.0,B,8210.851648351649
R,DOMESTIC,15.0,C,5347.170329670329
R,DOMESTIC,15.0,B,3867.692307692308
R,DOMESTIC,15.0,C,4136.456043956045
R,DOMESTIC,15.0,E,8048.124999999999
R,DOMESTIC,15.0,D,7278.131868131868
R,DOMESTIC,15.0,D,11367.60989010989
R,DOMESTIC,15.0,B,4720.1373626373625
R,DOMESTIC,15.0,C,5154.972527472527
R,DOMESTIC,15.0,D,13823.324175824177
R,DOMESTIC,15.0,C,8743.495145631068
R,DOMESTIC,15.0,E,10474.203296703297
R,DOMESTIC,15.0,C,10073.653846153846
R,DOMESTIC,15.0,U,48.46153846153846
R,INDUSTRIAL,15.0,B,3398.3241758241757
R,DOMESTIC,15.0,C,5892.692307692308
R,AJUNTAMENT,15.0,W,1567.5824175824177
R,DOMESTIC,15.0,C,2345.1923076923076
R,DOMESTIC,15.0,B,2659.78021978022
R,DOMESTIC,15.0,C,3064.0384615384614
R,DOMESTIC,15.0,C,3989.505494505495
R,COMERCIAL,15.0,B,4596.346153846153
R,DOMESTIC,15.0,E,8300.686813186814
R,DOMESTIC,15.0,C,10240.60606060606
R,DOMESTIC,15.0,C,2971.093117408907
R,DOMESTIC,15.0,C,9154.45054945055
R,DOMESTIC,15.0,E,8908.427419354839
R,DOMESTIC,15.0,E,11011.648351648351
R,DOMESTIC,15.0,E,6114.313186813187
R,DOMESTIC,15.0,D,6059.010989010989
R,DOMESTIC,15.0,C,7617.445054945055
R,DOMESTIC,15.0,D,7098.873626373626
R,DOMESTIC,15.0,D,6717.9473684210525
R,DOMESTIC,15.0,D,2051.043956043956
R,DOMESTIC,15.0,D,10732.170329670329
R,DOMESTIC,15.0,B,2598.956043956044
R,DOMESTIC,15.0,B,6367.252747252747
R,DOMESTIC,15.0,C,7097.6373626373625
R,DOMESTIC,15.0,D,4713.049450549451
R,DOMESTIC,15.0,C,7089.642857142858
R,DOMESTIC,15.0,C,5007.115384615385
R,COMERCIAL,15.0,B,6111.136363636364
R,DOMESTIC,15.0,D,7497.857142857142
R,DOMESTIC,15.0,D,8485.054945054946
R,DOMESTIC,15.0,C,2836.813186813187
R,DOMESTIC,15.0,D,9738.37912087912
R,DOMESTIC,15.0,B,2049.89010989011
R,DOMESTIC,15.0,C,6446.785714285714
R,DOMESTIC,15.0,C,6934.450549450549
R,DOMESTIC,15.0,D,1509.9725274725274
R,DOMESTIC,15.0,D,3429.065934065934
R,DOMESTIC,15.0,D,4925.686813186813
R,DOMESTIC,15.0,B,3472.747252747253
R,DOMESTIC,15.0,C,7485.741758241758
R,DOMESTIC,15.0,C,8025.659340659341
R,DOMESTIC,15.0,D,1657.1703296703295
R,DOMESTIC,15.0,C,39.065934065934066
R,DOMESTIC,15.0,C,4198.6016949152545
R,DOMESTIC,15.0,D,9766.565934065933
R,DOMESTIC,15.0,D,6822.527472527473
R,DOMESTIC,15.0,E,12579.554794520549
R,DOMESTIC,15.0,C,1773.543956043956
R,DOMESTIC,15.0,C,2594.752747252747
R,DOMESTIC,15.0,C,3177.032967032967
R,DOMESTIC,15.0,C,9162.527472527472
R,DOMESTIC,15.0,C,3146.1263736263736
R,DOMESTIC,15.0,C,4024.7802197802202
R,DOMESTIC,15.0,C,10872.267657992565
R,DOMESTIC,15.0,U,0.49586776859504134
R,DOMESTIC,15.0,D,11312.472527472528
R,DOMESTIC,15.0,D,10780.515463917525
R,DOMESTIC,15.0,C,4323.708791208791
R,DOMESTIC,15.0,B,266.35135135135135
R,DOMESTIC,15.0,C,7606.978021978022
R,COMERCIAL,15.0,W,3.956043956043956
R,DOMESTIC,15.0,D,9038.653846153846
R,DOMESTIC,15.0,D,11353.434065934067
R,DOMESTIC,15.0,C,9085.714285714284
R,DOMESTIC,15.0,B,7631.538461538462
R,COMERCIAL,15.0,W,10226.538461538461
R,DOMESTIC,15.0,D,9433.351648351649
R,DOMESTIC,15.0,C,4819.450549450549
R,DOMESTIC,15.0,C,7694.175824175824
R,DOMESTIC,15.0,C,4548.580645161291
R,DOMESTIC,15.0,D,6430.549450549451
R,DOMESTIC,15.0,C,2414.4230769230767
R,DOMESTIC,15.0,C,10355.274725274725
R,DOMESTIC,15.0,C,4483.369565217391
R,DOMESTIC,15.0,B,4496.126373626374
R,DOMESTIC,15.0,C,9606.263736263736
R,DOMESTIC,15.0,D,9374.835164835165
R,DOMESTIC,15.0,B,164.0934065934066
R,COMERCIAL,15.0,B,162.60989010989013
R,DOMESTIC,15.0,B,8057.307692307693
R,DOMESTIC,15.0,C,4749.642857142858
R,INDUSTRIAL,15.0,W,6728.076923076923
R,DOMESTIC,15.0,B,2797.82967032967
R,DOMESTIC,15.0,C,8723.019801980197
R,COMERCIAL,15.0,W,4512.28021978022
R,DOMESTIC,15.0,D,6988.186813186813
R,COMERCIAL,15.0,C,3844.0384615384614
R,DOMESTIC,15.0,B,6551.291208791209
R,AJUNTAMENT,15.0,W,38.4065934065934
R,DOMESTIC,15.0,D,4053.8736263736264
E,DOMESTIC,15.0,D,14251.401098901099
R,DOMESTIC,15.0,C,6827.225274725275
R,DOMESTIC,15.0,B,6121.565934065934
R,DOMESTIC,15.0,C,12895.294117647058
R,DOMESTIC,15.0,D,12076.483516483517
R,DOMESTIC,15.0,E,4711.236263736264
R,DOMESTIC,15.0,D,9901.978021978022
R,DOMESTIC,15.0,C,5520.082417582417
R,COMERCIAL,15.0,W,16603.5989010989
R,DOMESTIC,15.0,C,7368.708791208791
R,DOMESTIC,15.0,C,1252.5
R,DOMESTIC,15.0,B,8617.829670329671
R,DOMESTIC,15.0,C,6381.0
R,COMERCIAL,15.0,W,215.10989010989013
R,DOMESTIC,15.0,C,11785.054945054946
R,DOMESTIC,15.0,C,2886.346153846154
R,DOMESTIC,15.0,U,79.03846153846153
R,DOMESTIC,15.0,D,5686.895604395604
R,DOMESTIC,15.0,C,12756.098901098901
R,DOMESTIC,15.0,C,0.0
R,DOMESTIC,15.0,C,7388.157894736842
R,DOMESTIC,15.0,C,2932.912087912088
R,DOMESTIC,15.0,C,5667.93956043956
R,DOMESTIC,15.0,E,13897.042682926829
R,DOMESTIC,15.0,C,1147.2527472527472
R,DOMESTIC,15.0,D,8252.39010989011
R,DOMESTIC,15.0,B,4053.6263736263736
R,COMERCIAL,15.0,B,615.3296703296703
R,DOMESTIC,15.0,C,1255.573770491803
R,DOMESTIC,15.0,C,12554.10891089109
R,DOMESTIC,15.0,C,4848.543956043955
R,DOMESTIC,15.0,C,7678.846153846153
R,DOMESTIC,15.0,C,9891.098901098901
R,DOMESTIC,15.0,B,9667.5
R,DOMESTIC,15.0,C,3900.989010989011
R,DOMESTIC,15.0,C,1386.206896551724
R,DOMESTIC,15.0,C,10396.483516483517
R,DOMESTIC,15.0,C,6271.648351648351
R,DOMESTIC,15.0,E,10099.038461538461
R,DOMESTIC,15.0,B,3029.587912087912
R,DOMESTIC,15.0,B,8053.104395604396
R,DOMESTIC,15.0,C,11614.368131868132
R,DOMESTIC,15.0,U,8768.571428571428
R,DOMESTIC,15.0,C,6038.571428571428
R,DOMESTIC,15.0,C,4131.428571428572
R,DOMESTIC,15.0,B,12480.0
R,DOMESTIC,15.0,B,10620.99173553719
R,AJUNTAMENT,15.0,W,206.45604395604397
R,DOMESTIC,15.0,B,6406.153846153847
R,DOMESTIC,15.0,D,131.0344827586207
R,DOMESTIC,15.0,D,4080.906593406593
R,DOMESTIC,15.0,C,3035.10989010989
E,DOMESTIC,15.0,D,14008.846153846154
R,DOMESTIC,15.0,B,2960.934065934066
R,DOMESTIC,15.0,B,9912.774725274725
R,DOMESTIC,15.0,B,3624.230769230769
R,DOMESTIC,15.0,C,11122.582417582418
R,DOMESTIC,15.0,D,6709.615384615385
R,DOMESTIC,15.0,C,3802.1186440677966
R,DOMESTIC,15.0,C,8398.26923076923
R,DOMESTIC,15.0,C,5119.203296703297
R,DOMESTIC,15.0,B,3590.10989010989
R,DOMESTIC,15.0,C,7131.923076923077
R,DOMESTIC,15.0,C,8218.846153846154
R,DOMESTIC,15.0,B,10800.329670329671
R,DOMESTIC,15.0,E,7485.576923076923
R,DOMESTIC,15.0,C,9260.604395604396
R,DOMESTIC,15.0,B,6438.543956043955
R,DOMESTIC,15.0,B,13187.307692307693
R,DOMESTIC,15.0,D,1849.4505494505495
R,DOMESTIC,15.0,U,39.23076923076923
R,DOMESTIC,15.0,C,788.5714285714286
R,DOMESTIC,15.0,C,9033.791208791208
R,DOMESTIC,15.0,D,6072.692307692308
R,DOMESTIC,15.0,C,6419.423076923077
R,DOMESTIC,15.0,D,1493.5
R,DOMESTIC,15.0,C,7566.675824175824
R,DOMESTIC,15.0,C,3129.9725274725274
R,DOMESTIC,15.0,C,2350.467032967033
R,DOMESTIC,15.0,B,1377.9395604395604
R,DOMESTIC,15.0,C,13822.91208791209
R,DOMESTIC,15.0,C,5865.494505494506
R,DOMESTIC,15.0,D,11814.725274725275
R,INDUSTRIAL,15.0,W,97.82967032967034
R,DOMESTIC,15.0,C,8931.176470588234
R,COMERCIAL,15.0,B,184.1711229946524
R,DOMESTIC,15.0,C,5693.571428571428
R,DOMESTIC,15.0,C,4488.626373626374
R,DOMESTIC,15.0,C,4935.118110236221
R,DOMESTIC,15.0,D,11511.510989010989
R,DOMESTIC,15.0,D,7141.813186813187
R,DOMESTIC,15.0,C,11937.032967032968
R,DOMESTIC,15.0,D,3472.912087912088
R,DOMESTIC,15.0,C,4074.2307692307695
R,DOMESTIC,15.0,B,5812.252747252747
R,DOMESTIC,15.0,C,2648.288288288288
R,DOMESTIC,15.0,E,8717.39010989011
R,DOMESTIC,15.0,D,8156.043956043955
R,DOMESTIC,15.0,B,10818.04945054945
R,DOMESTIC,15.0,D,6929.670329670329
R,DOMESTIC,15.0,B,4911.510989010989
R,DOMESTIC,15.0,C,5096.126373626374
R,DOMESTIC,15.0,C,123.04945054945054
R,DOMESTIC,15.0,B,6468.708791208791
R,DOMESTIC,15.0,E,3074.258241758242
R,DOMESTIC,15.0,B,9933.3984375
R,DOMESTIC,15.0,C,6044.34065934066
R,DOMESTIC,15.0,C,12180.741758241758
R,DOMESTIC,15.0,E,8490.329670329671
E,DOMESTIC,15.0,D,17413.982300884956
E,DOMESTIC,15.0,D,14805.741758241758
R,DOMESTIC,15.0,C,8741.126373626374
R,DOMESTIC,15.0,C,3763.434065934066
R,DOMESTIC,15.0,B,7587.22891566265
R,DOMESTIC,15.0,B,5444.752747252747
R,DOMESTIC,15.0,C,3624.1483516483513
R,DOMESTIC,15.0,E,8152.005494505494
R,DOMESTIC,15.0,D,1234.6978021978023
R,DOMESTIC,15.0,D,7847.0604395604405
R,DOMESTIC,15.0,C,5309.8351648351645
R,DOMESTIC,15.0,D,5981.208791208791
R,DOMESTIC,15.0,E,8702.307692307693
R,DOMESTIC,15.0,B,2822.2252747252746
R,DOMESTIC,15.0,C,593.8636363636364
R,DOMESTIC,15.0,D,7210.549450549451
R,DOMESTIC,15.0,C,13828.26923076923
R,DOMESTIC,15.0,C,12963.064516129032
R,DOMESTIC,15.0,B,3877.1703296703295
R,DOMESTIC,15.0,C,5623.5989010989015
R,COMERCIAL,15.0,W,2855.4395604395604
R,DOMESTIC,15.0,C,7414.038461538462
R,DOMESTIC,15.0,B,11630.357142857143
R,DOMESTIC,15.0,U,2765.4395604395604
R,DOMESTIC,15.0,C,11296.895604395604
R,DOMESTIC,15.0,B,7932.60989010989
R,DOMESTIC,15.0,B,4961.206896551725
R,DOMESTIC,15.0,B,6866.538461538462
R,DOMESTIC,15.0,B,10035.0
R,DOMESTIC,15.0,C,7119.395604395604
R,DOMESTIC,15.0,D,13410.494505494506
R,DOMESTIC,15.0,B,13833.214285714284
R,DOMESTIC,15.0,B,9180.247252747253
R,COMERCIAL,15.0,B,6214.8626373626375
R,DOMESTIC,15.0,C,6136.978021978022
R,DOMESTIC,15.0,C,2200.879120879121
R,DOMESTIC,15.0,B,37.747252747252745
R,DOMESTIC,15.0,B,5173.108108108108
E,DOMESTIC,15.0,D,14009.752747252747
R,DOMESTIC,15.0,D,4076.0439560439554
R,DOMESTIC,15.0,C,11035.302197802197
